ons_id,name,outcome,state,remain_votes,remain_percentage_share,leave_votes,leave_percentage_share,majority,percentage_majority,electorate,turnout,percentage_turnout,declaration_time,rush_revisions,result_revisions,recount_revisions,recount_pending,num_recounts,manual_override,pa_id,region_id,region_name,count_error
E08000024,Sunderland,LEAVE,3,51930,38.660254310473185,82394,61.339745689526815,30464,22.68,207207,134324,64.83,Thu Jun 23 2016 23:17:16 GMT+0000 (GMT),1,1,0,false,0,false,316,E12000001,North East,0
E07000026,Allerdale,LEAVE,3,22429,41.352925992846345,31809,58.647074007153655,9380,17.29,74509,54238,72.79,Fri Jun 24 2016 02:12:48 GMT+0000 (GMT),1,1,0,false,0,false,4,E12000002,North West,0
E07000027,Barrow-in-Furness,LEAVE,3,14207,39.38293507789544,21867,60.61706492210456,7660,21.23,53194,36074,67.82,Fri Jun 24 2016 02:22:38 GMT+0000 (GMT),1,1,0,false,0,false,17,E12000002,North West,0
E06000008,Blackburn with Darwen,LEAVE,3,28522,43.66436521180019,36799,56.33563478819982,8277,12.67,100116,65321,65.25,Fri Jun 24 2016 03:13:55 GMT+0000 (GMT),1,1,0,false,0,false,26,E12000002,North West,0
E06000009,Blackpool,LEAVE,3,21781,32.54441406308366,45146,67.45558593691634,23365,34.91,102350,66927,65.39,Fri Jun 24 2016 01:41:10 GMT+0000 (GMT),1,1,0,false,0,false,27,E12000002,North West,0
E08000001,Bolton,LEAVE,3,57589,41.70698146002317,80491,58.29301853997683,22902,16.59,197096,138080,70.06,Fri Jun 24 2016 02:36:44 GMT+0000 (GMT),1,1,0,false,0,false,30,E12000002,North West,0
E07000117,Burnley,LEAVE,3,14462,33.38720103425985,28854,66.61279896574014,14392,33.23,64464,43316,67.19,Fri Jun 24 2016 01:30:34 GMT+0000 (GMT),1,1,0,false,0,false,47,E12000002,North West,0
E08000002,Bury,LEAVE,3,46354,45.88232965118581,54674,54.117670348814194,8320,8.24,141600,101028,71.35,Fri Jun 24 2016 01:02:58 GMT+0000 (GMT),1,1,0,false,0,false,48,E12000002,North West,0
E07000028,Carlisle,LEAVE,3,23788,39.85724578188094,35895,60.142754218119066,12107,20.29,80136,59683,74.48,Fri Jun 24 2016 02:17:39 GMT+0000 (GMT),1,1,0,false,0,false,56,E12000002,North West,0
E06000049,Cheshire East,LEAVE,3,107962,48.823968343697004,113163,51.176031656303,5201,2.35,285941,221125,77.33,Fri Jun 24 2016 03:49:53 GMT+0000 (GMT),1,1,0,false,0,false,65,E12000002,North West,0
E06000050,Cheshire West and Chester,,0,,,,,,,,,,,0,0,0,false,0,false,66,E12000002,North West,0
E07000118,Chorley,LEAVE,3,27417,43.16618121703535,36098,56.83381878296465,8681,13.67,84159,63515,75.47,Fri Jun 24 2016 02:47:35 GMT+0000 (GMT),1,2,0,false,0,false,70,E12000002,North West,0
E07000029,Copeland,LEAVE,3,14419,37.997733681186915,23528,62.002266318813085,9109,24,54206,37947,70.01,Fri Jun 24 2016 02:59:01 GMT+0000 (GMT),1,1,0,false,0,false,77,E12000002,North West,0
E07000030,Eden,LEAVE,3,14807,46.68327132858314,16911,53.316728671416854,2104,6.63,41872,31718,75.75,Fri Jun 24 2016 01:08:10 GMT+0000 (GMT),1,1,0,false,0,false,114,E12000002,North West,0
E07000119,Fylde,LEAVE,3,19889,43.04419339479721,26317,56.95580660520279,6428,13.91,61174,46206,75.53,Fri Jun 24 2016 02:19:53 GMT+0000 (GMT),1,1,0,false,0,false,129,E12000002,North West,0
E06000006,Halton,LEAVE,3,27678,42.578263210522266,37327,57.42173678947773,9649,14.84,95280,65005,68.23,Fri Jun 24 2016 02:21:56 GMT+0000 (GMT),1,1,0,false,0,false,142,E12000002,North West,0
E07000120,Hyndburn,LEAVE,3,13569,33.80671201136109,26568,66.19328798863891,12999,32.39,62037,40137,64.7,Fri Jun 24 2016 01:36:31 GMT+0000 (GMT),1,1,0,false,0,false,164,E12000002,North West,0
E08000011,Knowsley,LEAVE,3,34345,48.439417231993005,36558,51.56058276800699,2213,3.12,111631,70903,63.52,Fri Jun 24 2016 01:32:59 GMT+0000 (GMT),1,1,0,false,0,false,176,E12000002,North West,0
E07000121,Lancaster,LEAVE,3,35732,48.92046932544735,37309,51.07953067455265,1577,2.16,100554,73041,72.64,Fri Jun 24 2016 03:15:29 GMT+0000 (GMT),1,1,0,false,0,false,178,E12000002,North West,0
E08000012,Liverpool,REMAIN,3,118453,58.19242068443754,85101,41.80757931556246,33352,16.38,317901,203554,64.03,Fri Jun 24 2016 01:52:05 GMT+0000 (GMT),1,1,0,false,0,false,185,E12000002,North West,0
E08000003,Manchester,REMAIN,3,121823,60.36399853330294,79991,39.63600146669706,41832,20.73,338049,201814,59.7,Fri Jun 24 2016 02:49:12 GMT+0000 (GMT),1,1,0,false,0,false,190,E12000002,North West,0
E08000004,Oldham,LEAVE,3,42034,39.13670940290309,65369,60.86329059709692,23335,21.73,158084,107403,67.94,Fri Jun 24 2016 02:09:06 GMT+0000 (GMT),1,1,0,false,0,false,234,E12000002,North West,0
E07000122,Pendle,LEAVE,3,16704,36.845704202051394,28631,63.1542957979486,11927,26.31,64533,45335,70.25,Fri Jun 24 2016 01:34:57 GMT+0000 (GMT),1,1,0,false,0,false,238,E12000002,North West,0
E07000123,Preston,LEAVE,3,30227,46.686230596957294,34518,53.31376940304271,4291,6.63,94284,64745,68.67,Fri Jun 24 2016 03:00:30 GMT+0000 (GMT),1,1,0,false,0,false,245,E12000002,North West,0
E07000124,Ribble Valley,LEAVE,3,15892,43.609022556390975,20550,56.390977443609025,4658,12.78,46139,36442,78.98,Fri Jun 24 2016 01:53:46 GMT+0000 (GMT),1,1,0,false,0,false,254,E12000002,North West,0
E08000005,Rochdale,LEAVE,3,41217,39.92695992482878,62014,60.073040075171214,20797,20.15,156598,103231,65.92,Fri Jun 24 2016 02:14:53 GMT+0000 (GMT),1,1,0,false,0,false,257,E12000002,North West,0
E07000125,Rossendale,LEAVE,3,15012,39.317985385401116,23169,60.68201461459889,8157,21.36,52753,38181,72.38,Fri Jun 24 2016 02:35:29 GMT+0000 (GMT),1,1,0,false,0,false,259,E12000002,North West,0
E08000006,Salford,LEAVE,3,47430,43.190820926102994,62385,56.809179073897006,14955,13.62,173665,109815,63.23,Fri Jun 24 2016 03:15:06 GMT+0000 (GMT),1,1,0,false,0,false,268,E12000002,North West,0
E08000014,Sefton,REMAIN,3,76702,51.86843208590866,71176,48.13156791409134,5526,3.74,206298,147878,71.68,Fri Jun 24 2016 03:03:57 GMT+0000 (GMT),1,1,0,false,0,false,273,E12000002,North West,0
E07000031,South Lakeland,REMAIN,3,34531,52.85545912354013,30800,47.14454087645987,3731,5.71,81940,65331,79.73,Fri Jun 24 2016 02:39:55 GMT+0000 (GMT),1,1,0,false,0,false,290,E12000002,North West,0
E07000126,South Ribble,LEAVE,3,26406,41.43807670579373,37318,58.56192329420627,10912,17.12,84567,63724,75.35,Fri Jun 24 2016 02:15:02 GMT+0000 (GMT),1,1,0,false,0,false,295,E12000002,North West,0
E08000013,St Helens,LEAVE,3,39322,41.975255927155494,54357,58.024744072844506,15035,16.05,136086,93679,68.84,Fri Jun 24 2016 01:12:35 GMT+0000 (GMT),1,1,0,false,0,false,305,E12000002,North West,0
E08000007,Stockport,REMAIN,3,85559,52.333184495592974,77930,47.666815504407026,7629,4.67,217649,163489,75.12,Fri Jun 24 2016 03:24:48 GMT+0000 (GMT),1,1,0,false,0,false,310,E12000002,North West,0
E08000008,Tameside,LEAVE,3,43118,38.863601539473805,67829,61.136398460526195,24711,22.27,168047,110947,66.02,Fri Jun 24 2016 02:28:55 GMT+0000 (GMT),1,1,0,false,0,false,322,E12000002,North West,0
E08000009,Trafford,REMAIN,3,72293,57.69086512756263,53018,42.309134872437376,19275,15.38,165238,125311,75.84,Fri Jun 24 2016 03:22:53 GMT+0000 (GMT),1,1,0,false,0,false,339,E12000002,North West,0
E06000007,Warrington,LEAVE,3,52657,45.7314319460849,62487,54.268568053915104,9830,8.54,157035,115144,73.32,Fri Jun 24 2016 03:46:15 GMT+0000 (GMT),1,1,0,false,0,false,348,E12000002,North West,0
E07000127,West Lancashire,LEAVE,3,28546,44.694609278366656,35323,55.305390721633344,6777,10.61,85833,63869,74.41,Fri Jun 24 2016 03:38:45 GMT+0000 (GMT),1,1,0,false,0,false,360,E12000002,North West,0
E08000010,Wigan,LEAVE,3,58942,36.10027377459837,104331,63.89972622540163,45389,27.8,235975,163273,69.19,Fri Jun 24 2016 01:44:42 GMT+0000 (GMT),1,1,0,false,0,false,367,E12000002,North West,0
E08000015,Wirral,REMAIN,3,88931,51.704069767441865,83069,48.295930232558135,5862,3.41,242558,172000,70.91,Fri Jun 24 2016 02:23:16 GMT+0000 (GMT),1,1,0,false,0,false,371,E12000002,North West,0
E07000128,Wyre,LEAVE,3,22816,36.22794899887264,40163,63.77205100112736,17347,27.54,84471,62979,74.56,Fri Jun 24 2016 03:39:01 GMT+0000 (GMT),1,1,0,false,0,false,380,E12000002,North West,0
N92000002,Northern Ireland,REMAIN,3,440707,55.7751765806196,349442,44.22482341938039,91265,11.55,1260955,790149,62.66,Fri Jun 24 2016 03:50:11 GMT+0000 (GMT),1,1,0,false,0,false,228,N92000002,Northern Ireland,0
S12000033,Aberdeen,REMAIN,3,63985,61.10453234524515,40729,38.89546765475485,23256,22.21,154262,104714,67.88,Fri Jun 24 2016 02:09:10 GMT+0000 (GMT),1,1,0,false,0,false,1,S92000003,Scotland,0
S12000034,Aberdeenshire,REMAIN,3,76445,55.01183785378632,62516,44.98816214621368,13929,10.02,196804,138961,70.61,Fri Jun 24 2016 03:36:52 GMT+0000 (GMT),1,1,0,false,0,false,2,S92000003,Scotland,0
S12000041,Angus,REMAIN,3,32747,55.261736811907255,26511,44.738263188092745,6236,10.52,87134,59258,68.01,Fri Jun 24 2016 01:12:32 GMT+0000 (GMT),1,1,0,false,0,false,7,S92000003,Scotland,0
S12000035,Argyll and Bute,REMAIN,3,29494,60.56760308854937,19202,39.43239691145063,10292,21.14,66634,48696,73.08,Fri Jun 24 2016 02:51:09 GMT+0000 (GMT),1,1,0,false,0,false,8,S92000003,Scotland,0
S12000005,Clackmannanshire,REMAIN,3,14691,57.77716600464073,10736,42.22283399535927,3955,15.55,37841,25427,67.19,Thu Jun 23 2016 23:15:19 GMT+0000 (GMT),1,1,0,false,0,false,73,S92000003,Scotland,0
S12000006,Dumfries and Galloway,REMAIN,3,43864,53.06107636662756,38803,46.93892363337245,5061,6.12,115824,82667,71.37,Fri Jun 24 2016 03:31:35 GMT+0000 (GMT),1,1,0,false,0,false,95,S92000003,Scotland,0
S12000042,Dundee,REMAIN,3,39688,59.784589892294946,26697,40.215410107705054,12991,19.57,105544,66385,62.9,Fri Jun 24 2016 00:23:34 GMT+0000 (GMT),1,1,0,false,0,false,96,S92000003,Scotland,0
S12000008,East Ayrshire,REMAIN,3,33891,58.60149049850432,23942,41.39850950149568,9949,17.2,91970,57833,62.88,Fri Jun 24 2016 00:34:21 GMT+0000 (GMT),1,1,0,false,0,false,99,S92000003,Scotland,0
S12000045,East Dunbartonshire,REMAIN,3,44534,71.39833905152788,17840,28.60166094847212,26694,42.8,83026,62374,75.13,Fri Jun 24 2016 01:31:09 GMT+0000 (GMT),1,1,0,false,0,false,103,S92000003,Scotland,0
S12000010,East Lothian,REMAIN,3,36026,64.6044042751596,19738,35.3955957248404,16288,29.21,77787,55764,71.69,Fri Jun 24 2016 01:29:07 GMT+0000 (GMT),1,1,0,false,0,false,107,S92000003,Scotland,0
S12000011,East Renfrewshire,REMAIN,3,39345,74.31858106193687,13596,25.68141893806313,25749,48.64,69572,52941,76.1,Fri Jun 24 2016 01:06:24 GMT+0000 (GMT),1,1,0,false,0,false,109,S92000003,Scotland,0
S12000036,Edinburgh,REMAIN,3,187796,74.43538094445368,64498,25.564619055546306,123298,48.87,346056,252294,72.91,Fri Jun 24 2016 02:36:07 GMT+0000 (GMT),1,1,0,false,0,false,115,S92000003,Scotland,0
S12000014,Falkirk,REMAIN,3,44987,56.760200863004364,34271,43.239799136995636,10716,13.52,117390,79258,67.52,Fri Jun 24 2016 01:25:08 GMT+0000 (GMT),1,1,0,false,0,false,122,S92000003,Scotland,0
S12000015,Fife,REMAIN,3,106754,58.58522664910548,75466,41.41477335089452,31288,17.17,272987,182220,66.75,Fri Jun 24 2016 02:22:42 GMT+0000 (GMT),1,1,0,false,0,false,125,S92000003,Scotland,0
S12000046,Glasgow,REMAIN,3,168335,66.58584148507371,84474,33.41415851492629,83861,33.17,449731,252809,56.21,Fri Jun 24 2016 01:22:36 GMT+0000 (GMT),1,1,0,false,0,false,133,S92000003,Scotland,0
S12000017,Highland,REMAIN,3,70308,55.95231463428221,55349,44.04768536571779,14959,11.9,175557,125657,71.58,Fri Jun 24 2016 02:30:46 GMT+0000 (GMT),1,1,0,false,0,false,158,S92000003,Scotland,0
S12000018,Inverclyde,REMAIN,3,24688,63.796578634554756,14010,36.203421365445244,10678,27.59,58624,38698,66.01,Fri Jun 24 2016 00:54:54 GMT+0000 (GMT),1,1,0,false,0,false,165,S92000003,Scotland,0
S12000019,Midlothian,REMAIN,3,28217,62.05903052696402,17251,37.94096947303598,10966,24.12,66757,45468,68.11,Fri Jun 24 2016 00:46:07 GMT+0000 (GMT),1,1,0,false,0,false,201,S92000003,Scotland,0
S12000020,Moray,REMAIN,3,24114,50.1268033093585,23992,49.8731966906415,122,0.25,71367,48106,67.41,Fri Jun 24 2016 01:38:39 GMT+0000 (GMT),1,2,0,false,0,false,205,S92000003,Scotland,0
S12000013,Na h-Eileanan Siar,REMAIN,3,8232,55.237200563644905,6671,44.762799436355095,1561,10.47,21259,14903,70.1,Fri Jun 24 2016 00:32:04 GMT+0000 (GMT),1,1,0,false,0,false,75,S92000003,Scotland,0
S12000021,North Ayrshire,REMAIN,3,38394,56.8766295330647,29110,43.12337046693529,9284,13.75,104570,67504,64.55,Fri Jun 24 2016 01:30:09 GMT+0000 (GMT),1,2,0,false,0,false,213,S92000003,Scotland,0
S12000044,North Lanarkshire,REMAIN,3,95549,61.66480583934069,59400,38.33519416065931,36149,23.33,254562,154949,60.87,Fri Jun 24 2016 01:45:26 GMT+0000 (GMT),1,1,0,false,0,false,220,S92000003,Scotland,0
S12000023,Orkney Islands,REMAIN,3,7189,63.161131611316115,4193,36.838868388683885,2996,26.32,16658,11382,68.33,Thu Jun 23 2016 23:04:31 GMT+0000 (GMT),1,1,0,false,0,false,235,S92000003,Scotland,0
S12000024,Perth and Kinross,REMAIN,3,49641,61.092855824256965,31614,38.90714417574303,18027,22.19,110217,81255,73.72,Fri Jun 24 2016 01:39:59 GMT+0000 (GMT),1,1,0,false,0,false,239,S92000003,Scotland,0
S12000038,Renfrewshire,REMAIN,3,57119,64.81294466066788,31010,35.18705533933211,26109,29.63,127290,88129,69.23,Fri Jun 24 2016 00:47:02 GMT+0000 (GMT),1,1,0,false,0,false,252,S92000003,Scotland,0
S12000026,Scottish Borders,REMAIN,3,37952,58.46504606094217,26962,41.53495393905783,10990,16.93,88426,64914,73.41,Fri Jun 24 2016 02:09:28 GMT+0000 (GMT),1,1,0,false,0,false,271,S92000003,Scotland,0
S12000027,Shetland Islands,REMAIN,3,6907,56.51284568810342,5315,43.48715431189658,1592,13.03,17375,12222,70.34,Fri Jun 24 2016 00:13:44 GMT+0000 (GMT),1,1,0,false,0,false,278,S92000003,Scotland,0
S12000028,South Ayrshire,REMAIN,3,36265,58.96172731115663,25241,41.038272688843364,11024,17.92,88111,61506,69.81,Fri Jun 24 2016 01:19:04 GMT+0000 (GMT),1,1,0,false,0,false,282,S92000003,Scotland,0
S12000029,South Lanarkshire,REMAIN,3,102568,63.083054516827396,60024,36.916945483172604,42544,26.17,248954,162592,65.31,Fri Jun 24 2016 01:33:40 GMT+0000 (GMT),1,1,0,false,0,false,291,S92000003,Scotland,0
S12000030,Stirling,REMAIN,3,33112,67.71508619808176,15787,32.28491380191824,17325,35.43,66100,48899,73.98,Fri Jun 24 2016 01:20:01 GMT+0000 (GMT),1,1,0,false,0,false,309,S92000003,Scotland,0
S12000039,West Dunbartonshire,REMAIN,3,26794,61.9944470152707,16426,38.00555298472929,10368,23.99,67589,43220,63.95,Fri Jun 24 2016 00:22:21 GMT+0000 (GMT),1,1,0,false,0,false,359,S92000003,Scotland,0
S12000040,West Lothian,REMAIN,3,51560,58.25462105120442,36948,41.74537894879559,14612,16.51,130920,88508,67.6,Fri Jun 24 2016 01:08:14 GMT+0000 (GMT),1,1,0,false,0,false,362,S92000003,Scotland,0
E07000223,Adur,LEAVE,3,16914,45.43232426334309,20315,54.56767573665691,3401,9.14,48754,37229,76.36,Fri Jun 24 2016 03:32:44 GMT+0000 (GMT),1,1,0,false,0,false,3,E12000008,South East,0
E07000224,Arun,,0,,,,,,,,,,,0,0,0,false,0,false,9,E12000008,South East,0
E07000105,Ashford,LEAVE,3,28314,40.572607686355425,41472,59.42739231364457,13158,18.85,90508,69786,77.1,Fri Jun 24 2016 02:25:17 GMT+0000 (GMT),1,1,0,false,0,false,11,E12000008,South East,0
E07000004,Aylesbury Vale,LEAVE,3,52877,49.49500622466841,53956,50.5049937753316,1079,1.01,136235,106833,78.42,Fri Jun 24 2016 03:53:36 GMT+0000 (GMT),1,1,0,false,0,false,12,E12000008,South East,0
E07000084,Basingstoke and Deane,,0,,,,,,,,,,,0,0,0,false,0,false,19,E12000008,South East,0
E06000036,Bracknell Forest,LEAVE,3,29888,46.059485282786255,35002,53.94051471721375,5114,7.88,85298,64890,76.07,Fri Jun 24 2016 01:29:29 GMT+0000 (GMT),1,1,0,false,0,false,33,E12000008,South East,0
E06000043,Brighton and Hove,,0,,,,,,,,,,,0,0,0,false,0,false,40,E12000008,South East,0
E07000106,Canterbury,LEAVE,3,40169,48.957927067082686,41879,51.042072932917314,1710,2.08,109399,82048,75,Fri Jun 24 2016 02:37:54 GMT+0000 (GMT),1,1,0,false,0,false,54,E12000008,South East,0
E07000177,Cherwell,,0,,,,,,,,,,,0,0,0,false,0,false,64,E12000008,South East,0
E07000225,Chichester,LEAVE,3,35011,49.07831840419418,36326,50.92168159580582,1315,1.84,91659,71337,77.83,Fri Jun 24 2016 03:08:04 GMT+0000 (GMT),1,1,0,false,0,false,68,E12000008,South East,0
E07000005,Chiltern,REMAIN,3,32241,55.01501603986077,26363,44.98498396013924,5878,10.03,70189,58604,83.49,Fri Jun 24 2016 03:33:21 GMT+0000 (GMT),1,1,0,false,0,false,69,E12000008,South East,0
E07000226,Crawley,LEAVE,3,22388,41.58632859663787,31447,58.41367140336212,9059,16.83,73570,53835,73.18,Fri Jun 24 2016 02:23:10 GMT+0000 (GMT),1,1,0,false,0,false,83,E12000008,South East,0
E07000107,Dartford,LEAVE,3,19985,35.78014501835109,35870,64.21985498164892,15885,28.44,73951,55855,75.53,Fri Jun 24 2016 03:08:58 GMT+0000 (GMT),1,1,0,false,0,false,87,E12000008,South East,0
E07000108,Dover,LEAVE,3,24606,37.84606866002215,40410,62.15393133997785,15804,24.31,85009,65016,76.48,Fri Jun 24 2016 03:00:26 GMT+0000 (GMT),1,1,0,false,0,false,93,E12000008,South East,0
E07000085,East Hampshire,REMAIN,3,37346,50.520819241903624,36576,49.47918075809637,770,1.04,90543,73922,81.64,Fri Jun 24 2016 03:20:25 GMT+0000 (GMT),1,1,0,false,0,false,104,E12000008,South East,0
E07000061,Eastbourne,LEAVE,3,22845,42.66504809039126,30700,57.33495190960875,7855,14.67,71716,53545,74.66,Fri Jun 24 2016 02:07:18 GMT+0000 (GMT),1,1,0,false,0,false,112,E12000008,South East,0
E07000086,Eastleigh,LEAVE,3,36172,47.54843967715645,39902,52.45156032284355,3730,4.9,97280,76074,78.2,Fri Jun 24 2016 02:46:26 GMT+0000 (GMT),1,1,0,false,0,false,113,E12000008,South East,0
E07000207,Elmbridge,,0,,,,,,,,,,,0,0,0,false,0,false,116,E12000008,South East,0
E07000208,Epsom and Ewell,REMAIN,3,23596,52.08485089287686,21707,47.91514910712315,1889,4.17,56374,45303,80.36,Fri Jun 24 2016 02:45:41 GMT+0000 (GMT),1,1,0,false,0,false,119,E12000008,South East,0
E07000087,Fareham,LEAVE,3,32210,44.90137310936084,39525,55.09862689063916,7315,10.2,90174,71735,79.55,Fri Jun 24 2016 01:28:42 GMT+0000 (GMT),1,1,0,false,0,false,123,E12000008,South East,0
E07000088,Gosport,LEAVE,3,16671,36.14152231881545,29456,63.85847768118455,12785,27.72,62778,46127,73.48,Fri Jun 24 2016 01:38:44 GMT+0000 (GMT),1,1,0,false,0,false,135,E12000008,South East,0
E07000109,Gravesham,LEAVE,3,18876,34.62279205414626,35643,65.37720794585374,16767,30.75,72801,54519,74.89,Fri Jun 24 2016 03:10:58 GMT+0000 (GMT),1,1,0,false,0,false,136,E12000008,South East,0
E07000209,Guildford,,0,,,,,,,,,,,0,0,0,false,0,false,139,E12000008,South East,0
E07000089,Hart,REMAIN,3,30282,52.39553594601609,27513,47.60446405398391,2769,4.79,69946,57795,82.63,Fri Jun 24 2016 02:36:15 GMT+0000 (GMT),1,1,0,false,0,false,150,E12000008,South East,0
E07000062,Hastings,LEAVE,3,20011,45.120631341600905,24339,54.879368658399095,4328,9.76,61947,44350,71.59,Fri Jun 24 2016 02:41:09 GMT+0000 (GMT),1,1,0,false,0,false,152,E12000008,South East,0
E07000090,Havant,LEAVE,3,26582,37.636098486457406,44047,62.363901513542594,17465,24.73,95366,70629,74.06,Fri Jun 24 2016 01:59:31 GMT+0000 (GMT),1,1,0,false,0,false,153,E12000008,South East,0
E07000227,Horsham,REMAIN,3,43785,51.45849003384731,41303,48.54150996615269,2482,2.92,104280,85088,81.6,Fri Jun 24 2016 04:05:09 GMT+0000 (GMT),1,1,0,false,0,false,161,E12000008,South East,0
E06000046,Isle of Wight,LEAVE,3,30207,38.05366591080877,49173,61.94633408919123,18966,23.89,109840,79380,72.27,Fri Jun 24 2016 01:56:49 GMT+0000 (GMT),1,1,0,false,0,false,167,E12000008,South East,0
E07000063,Lewes,REMAIN,3,30974,52.072896002151914,28508,47.927103997848086,2466,4.15,76463,59482,77.79,Fri Jun 24 2016 02:55:02 GMT+0000 (GMT),1,1,0,false,0,false,181,E12000008,South East,0
E07000110,Maidstone,LEAVE,3,36762,41.24676024100441,52365,58.75323975899559,15603,17.51,117226,89127,76.03,Fri Jun 24 2016 02:02:38 GMT+0000 (GMT),1,2,0,false,0,false,187,E12000008,South East,0
E06000035,Medway,,0,,,,,,,,,,,0,0,0,false,0,false,192,E12000008,South East,0
E07000228,Mid Sussex,,0,,,,,,,,,,,0,0,0,false,0,false,199,E12000008,South East,0
E06000042,Milton Keynes,LEAVE,3,63393,48.59339547433618,67063,51.40660452566382,3670,2.81,177234,130456,73.61,Fri Jun 24 2016 02:24:20 GMT+0000 (GMT),1,1,0,false,0,false,202,E12000008,South East,0
E07000210,Mole Valley,REMAIN,3,29088,53.08416672749836,25708,46.915833272501644,3380,6.17,66730,54796,82.12,Fri Jun 24 2016 02:06:41 GMT+0000 (GMT),1,1,0,false,0,false,203,E12000008,South East,0
E07000091,New Forest,LEAVE,3,47199,42.24002147843208,64541,57.75997852156792,17342,15.52,141057,111740,79.22,Fri Jun 24 2016 02:27:47 GMT+0000 (GMT),1,1,0,false,0,false,207,E12000008,South East,0
E07000178,Oxford,REMAIN,3,49424,70.26742681661146,20913,29.732573183388546,28511,40.53,97309,70337,72.28,Fri Jun 24 2016 01:27:45 GMT+0000 (GMT),1,1,0,false,0,false,236,E12000008,South East,0
E06000044,Portsmouth,LEAVE,3,41384,41.92058346839546,57336,58.07941653160454,15952,16.16,140509,98720,70.26,Fri Jun 24 2016 02:56:53 GMT+0000 (GMT),1,1,0,false,0,false,243,E12000008,South East,0
E06000038,Reading,REMAIN,3,43385,58.026937017668224,31382,41.973062982331776,12003,16.05,103166,74767,72.47,Fri Jun 24 2016 02:44:55 GMT+0000 (GMT),1,1,0,false,0,false,247,E12000008,South East,0
E07000211,Reigate and Banstead,LEAVE,3,40181,49.507768509505794,40980,50.4922314904942,799,0.98,103727,81161,78.24,Fri Jun 24 2016 02:40:48 GMT+0000 (GMT),1,1,0,false,0,false,251,E12000008,South East,0
E07000064,Rother,LEAVE,3,23916,41.471154346355924,33753,58.52884565364407,9837,17.06,72748,57669,79.27,Fri Jun 24 2016 02:05:01 GMT+0000 (GMT),1,1,0,false,0,false,260,E12000008,South East,0
E07000212,Runnymede,LEAVE,3,20259,45.737571680137265,24035,54.262428319862735,3776,8.52,58269,44294,76.02,Fri Jun 24 2016 02:07:30 GMT+0000 (GMT),1,1,0,false,0,false,263,E12000008,South East,0
E07000092,Rushmoor,LEAVE,3,20384,41.787617876178764,28396,58.212382123821236,8012,16.42,65783,48780,74.15,Fri Jun 24 2016 02:39:29 GMT+0000 (GMT),1,1,0,false,0,false,265,E12000008,South East,0
E07000111,Sevenoaks,LEAVE,3,32091,45.616853118025844,38258,54.383146881974156,6167,8.77,87241,70349,80.64,Fri Jun 24 2016 02:20:13 GMT+0000 (GMT),1,1,0,false,0,false,275,E12000008,South East,0
E07000112,Shepway,LEAVE,3,22884,37.75427713526801,37729,62.24572286473199,14845,24.49,80872,60613,74.95,Fri Jun 24 2016 02:24:09 GMT+0000 (GMT),1,1,0,false,0,false,277,E12000008,South East,0
E06000039,Slough,LEAVE,3,24911,45.67305929375527,29631,54.32694070624473,4720,8.65,87868,54542,62.07,Fri Jun 24 2016 02:54:16 GMT+0000 (GMT),1,1,0,false,0,false,280,E12000008,South East,0
E07000006,South Bucks,LEAVE,3,20077,49.30016697770356,20647,50.69983302229644,570,1.4,52190,40724,78.03,Fri Jun 24 2016 02:19:13 GMT+0000 (GMT),1,1,0,false,0,false,283,E12000008,South East,0
E07000179,South Oxfordshire,REMAIN,3,46245,54.98157175127809,37865,45.01842824872192,8380,9.96,104227,84110,80.7,Fri Jun 24 2016 03:03:51 GMT+0000 (GMT),1,1,0,false,0,false,294,E12000008,South East,0
E06000045,Southampton,LEAVE,3,49738,46.196999953559654,57927,53.80300004644035,8189,7.61,158164,107665,68.07,Fri Jun 24 2016 03:31:11 GMT+0000 (GMT),1,1,0,false,0,false,299,E12000008,South East,0
E07000213,Spelthorne,LEAVE,3,22474,39.700400996308005,34135,60.299599003691995,11661,20.6,72674,56609,77.89,Fri Jun 24 2016 03:45:13 GMT+0000 (GMT),1,1,0,false,0,false,302,E12000008,South East,0
E07000214,Surrey Heath,LEAVE,3,25638,49.01634642959564,26667,50.983653570404364,1029,1.97,65553,52305,79.79,Fri Jun 24 2016 02:06:43 GMT+0000 (GMT),1,1,0,false,0,false,317,E12000008,South East,0
E07000113,Swale,LEAVE,3,28481,37.5397065995334,47388,62.4602934004666,18907,24.92,102208,75869,74.23,Fri Jun 24 2016 03:11:50 GMT+0000 (GMT),1,1,0,false,0,false,319,E12000008,South East,0
E07000215,Tandridge,LEAVE,3,24251,47.162582652664334,27169,52.837417347335666,2918,5.67,64044,51420,80.29,Fri Jun 24 2016 02:10:13 GMT+0000 (GMT),1,1,0,false,0,false,324,E12000008,South East,0
E07000093,Test Valley,LEAVE,3,36170,48.059419885465246,39091,51.940580114534754,2921,3.88,94552,75261,79.6,Fri Jun 24 2016 02:58:17 GMT+0000 (GMT),1,1,0,false,0,false,329,E12000008,South East,0
E07000114,Thanet,LEAVE,3,26065,36.15017613935813,46037,63.84982386064186,19972,27.7,99126,72102,72.74,Fri Jun 24 2016 03:16:27 GMT+0000 (GMT),1,1,0,false,0,false,331,E12000008,South East,0
